Time	SecL	RPM	MAP	TPS	lambda	MAT	CLT	Engine	Gego	Gair	Gwarm	Gbaro	Gammae	TPSacc	Gve	PW	IacDC	IacSteps	DutyCycle1	lambdaTarget	Spark	Dwell	EGT #1	EGT #2	Vbatt	Exhaust Pressure	Fuel Pressure	Misc 1	Misc 2	Misc 3	Misc 4	Worst Knock Value	Worst Knock Adjust	StatusBits	BoostTgt	BoostDC	BoostInt	IacInt	alsigncut	speed	speed(ref)	Gear	rtest0	rtest1	rtest2	rtest3	rtest4	rtest5	rtest6	rtest7	tpsDOT	BoostDCalt
6.639	103	1578	37.8	100	1.053	11.0	80.0	65	100	0.00	100	100	101	0.0	77	1.994	0	0	2.6	1.000	19.0	2.30	0	0	13.88	4.99	4.98	5.00	4.07	0.00	5.00	0	0.00	4	0	0	0	128	0.00	0	0	1	-17.674	1.262	36.610	11.362	-161.587	-161.587	-161.587	-161.587	0.00	0
6.685	103	1580	37.8	100	1.049	11.0	80.0	65	100	0.00	100	100	101	0.0	77	2.002	0	0	2.6	1.000	19.0	2.30	0	0	13.76	4.99	4.99	4.99	4.02	0.00	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	-17.696	0.000	8.848	11.376	-161.792	-161.792	-161.792	-161.792	0.00	0
6.732	103	1578	37.8	100	1.043	11.0	80.0	65	100	0.00	100	100	101	0.0	77	1.994	0	0	2.6	1.000	19.0	2.30	0	0	13.88	4.98	4.99	5.00	4.04	0.00	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	-17.674	0.000	17.674	-2.525	-161.587	-161.587	-161.587	-161.587	0.00	0
6.780	103	1577	37.8	100	1.043	11.0	80.0	65	100	0.00	100	100	101	0.0	77	1.986	0	0	2.6	1.000	19.0	2.30	0	0	14.00	4.99	4.98	5.00	4.04	0.00	5.00	0	0.00	4	0	0	0	128	0.00	0	0	1	-16.401	1.262	17.662	-2.523	-161.485	-161.485	-161.485	-161.485	0.00	0
6.826	103	1570	38.0	100	1.043	11.0	80.0	65	100	0.00	100	100	101	0.0	77	1.991	0	0	2.6	1.000	18.5	2.30	0	0	14.12	4.98	4.99	5.00	4.04	0.00	5.00	0	0.00	4	0	0	0	128	0.00	0	0	1	-16.328	-28.888	-7.536	-2.512	-160.768	-160.768	-160.768	-160.768	4.00	0
6.873	103	1563	38.8	100	1.043	11.0	80.0	65	100	0.00	100	100	101	0.0	77	2.018	0	0	2.6	1.000	18.5	2.30	0	0	14.00	4.99	4.99	5.00	4.04	0.00	5.00	0	0.00	4	0	0	0	128	0.00	0	0	1	-20.006	-28.759	-7.502	-6.252	-160.051	-160.051	-160.051	-160.051	0.00	0
6.919	103	1566	38.8	100	1.040	11.0	80.0	65	100	0.00	100	100	101	0.0	77	2.018	0	0	2.6	1.000	18.5	2.30	0	0	14.00	4.98	4.99	5.00	4.03	0.00	4.98	1020	0.00	4	0	0	0	128	0.00	0	0	1	-1.253	20.045	47.606	-6.264	-160.358	-160.358	-160.358	-160.358	0.00	0
6.965	103	1572	39.3	100	1.040	11.0	80.0	65	100	0.00	100	100	101	0.0	77	2.030	0	0	2.7	1.000	19.0	2.30	0	0	14.00	4.99	4.98	5.00	4.04	0.00	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	-1.258	20.122	27.667	12.576	-160.973	-160.973	-160.973	-160.973	0.00	0
7.013	103	1573	39.3	100	1.040	11.0	80.0	65	100	0.00	100	100	101	0.0	77	2.046	0	0	2.7	1.000	19.0	2.30	0	0	13.76	5.00	4.98	5.00	4.04	0.00	5.00	0	0.00	4	0	0	0	128	0.00	0	0	1	-33.977	-8.809	27.685	12.584	-161.075	-161.075	-161.075	-161.075	0.00	0
7.063	103	1568	39.5	100	1.038	11.0	80.0	65	100	0.00	100	100	101	0.0	77	2.043	0	0	2.7	1.000	18.5	2.30	0	0	14.12	4.99	4.99	4.99	4.04	0.03	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	-33.869	-18.816	13.798	12.544	-160.563	-160.563	-160.563	-160.563	4.00	0
7.113	103	1562	39.8	100	1.038	11.0	80.0	65	100	0.00	100	100	101	0.0	77	2.043	0	0	2.7	1.000	18.5	2.30	0	0	14.12	4.98	4.98	5.00	4.04	0.00	4.99	1020	0.00	4	0	0	0	128	0.00	0	0	1	-42.486	-18.744	13.746	11.246	-159.949	-159.949	-159.949	-159.949	0.00	0
7.156	103	1564	40.3	100	1.036	11.0	80.0	65	100	0.00	100	100	101	0.0	78	2.090	0	0	2.7	1.000	18.5	2.30	0	0	13.88	4.99	4.99	4.98	4.03	0.00	5.00	0	0.00	4	0	0	0	128	0.00	0	0	1	0.000	8.758	13.763	11.261	-160.154	-160.154	-160.154	-160.154	0.00	0
7.201	103	1564	40.3	100	1.036	11.0	80.0	65	100	0.00	100	100	101	0.0	78	2.090	0	0	2.7	1.000	18.5	2.30	0	0	13.88	4.99	4.99	4.99	4.02	0.00	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	0.000	8.758	6.256	-6.256	-160.154	-160.154	-160.154	-160.154	0.00	0
7.256	103	1563	41.0	100	1.040	11.0	80.0	65	100	0.00	100	100	101	0.0	78	2.118	0	0	2.8	1.000	18.5	2.30	0	0	13.76	4.99	4.98	5.00	4.03	0.00	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	-6.252	-10.003	6.252	8.753	-160.051	-160.051	-160.051	-160.051	0.00	0
7.296	103	1570	40.8	100	1.043	11.0	80.0	65	100	0.00	100	100	101	0.0	78	2.095	0	0	2.7	1.000	19.0	2.30	0	0	14.12	4.99	4.99	5.00	4.04	0.00	5.00	0	0.00	4	0	0	0	128	0.00	0	0	1	-6.280	26.376	46.472	8.792	-160.768	-160.768	-160.768	-160.768	4.00	0
7.343	103	1567	41.0	100	1.043	11.0	80.0	65	100	0.00	100	100	101	0.0	78	2.122	0	0	2.8	1.000	18.5	2.30	0	0	14.00	4.99	4.98	5.00	4.03	0.00	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	-22.565	26.326	-6.268	-56.412	-160.461	-160.461	-160.461	-160.461	0.00	0
7.388	103	1558	41.5	100	1.043	11.0	80.0	65	100	0.00	100	100	101	0.0	78	2.127	0	0	2.8	1.000	18.5	2.30	0	0	14.12	4.98	4.99	5.00	4.03	0.00	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	-31.160	-38.638	-6.232	-56.088	-159.539	-159.539	-159.539	-159.539	0.00	0
7.444	103	1554	42.0	100	1.040	11.0	80.0	65	100	0.00	100	100	101	0.0	78	2.170	0	0	2.8	1.000	18.5	2.30	0	0	13.76	4.99	4.98	5.00	4.03	0.00	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	-31.080	28.594	45.998	-1.243	-159.130	-159.130	-159.130	-159.130	8.00	0
7.483	103	1558	44.0	100	1.036	11.0	80.0	81	100	0.00	100	100	101	0.0	79	2.243	0	0	2.9	1.000	18.5	2.30	0	0	14.12	4.99	4.99	5.00	4.07	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	7.478	28.667	46.117	-11.218	-159.539	-159.539	-159.539	-159.539	0.00	0
7.531	103	1566	45.8	100	1.032	11.0	80.0	81	100	0.00	100	100	101	0.0	79	2.302	0	0	3.0	1.000	18.5	2.30	0	0	14.00	4.99	4.99	5.00	4.04	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	7.517	18.792	56.376	-11.275	-160.358	-160.358	-160.358	-160.358	0.00	0
7.582	103	1567	47.3	100	1.026	11.0	80.0	81	100	0.00	100	100	101	0.0	79	2.346	0	0	3.1	1.000	18.5	2.30	0	0	14.00	4.98	4.99	5.00	4.04	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	7.522	18.804	8.775	-26.326	-160.461	-160.461	-160.461	-160.461	0.00	0
7.628	104	1565	48.5	100	1.028	11.0	80.0	81	100	0.00	100	100	101	0.0	80	2.410	0	0	3.1	1.000	18.5	2.30	0	0	13.88	4.99	4.99	5.00	4.07	0.00	4.99	1020	0.00	0	0	0	0	128	0.00	0	0	1	-40.064	0.000	8.764	-26.292	-160.256	-160.256	-160.256	-160.256	0.00	0
7.681	104	1562	50.0	100	1.043	11.0	80.0	1	100	0.00	100	100	101	0.0	80	2.447	0	0	3.2	1.000	18.0	2.30	0	0	14.12	4.99	4.98	5.00	4.04	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	-39.987	22.493	26.242	-26.242	-159.949	-159.949	-159.949	-159.949	0.00	0
7.720	104	1564	50.8	100	1.053	11.0	80.0	65	100	0.00	100	100	101	0.0	80	2.474	0	0	3.2	1.000	18.5	2.30	0	0	14.00	5.00	4.98	5.00	4.01	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	18.768	22.522	26.275	-13.763	-160.154	-160.154	-160.154	-160.154	0.00	0
7.765	104	1561	52.0	100	1.062	11.0	80.0	65	100	0.00	100	100	101	0.0	81	2.539	0	0	3.3	1.000	18.0	2.30	0	0	14.12	4.98	4.99	5.00	4.04	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	-51.201	-34.966	26.225	-13.737	-159.846	-159.846	-159.846	-159.846	0.00	0
7.815	104	1553	52.8	100	1.068	11.0	80.0	65	100	0.00	100	100	101	0.0	80	2.550	0	0	3.3	1.000	18.0	2.30	0	0	13.76	4.99	4.98	4.99	4.06	0.00	4.98	0	0.00	0	0	0	0	128	0.00	0	0	1	-50.938	-34.787	16.151	-38.514	-159.027	-159.027	-159.027	-159.027	0.00	0
7.861	104	1550	53.5	100	1.077	11.0	80.0	65	100	0.00	100	100	101	0.0	80	2.594	0	0	3.4	1.000	18.0	2.30	0	0	13.76	4.98	4.99	5.00	4.04	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	1.240	9.920	16.120	17.360	-158.720	-158.720	-158.720	-158.720	0.00	0
7.913	104	1561	54.8	100	1.077	11.0	80.0	1	100	0.00	100	100	101	0.0	81	2.623	0	0	3.4	1.000	18.0	2.30	0	0	14.12	4.98	4.98	4.99	4.03	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	1.249	33.718	71.182	17.483	-159.846	-159.846	-159.846	-159.846	8.00	0
7.954	104	1564	56.0	100	1.077	11.0	80.0	1	100	0.00	100	100	101	0.0	82	2.702	0	0	3.5	1.000	18.0	2.30	0	0	14.00	4.99	4.99	5.00	4.04	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	-21.270	33.782	0.000	-37.536	-160.154	-160.154	-160.154	-160.154	4.00	0
8.001	104	1559	58.3	100	1.077	11.0	80.0	65	100	0.00	100	100	101	0.0	82	2.771	0	0	3.6	1.000	18.0	2.30	0	0	14.12	4.99	4.98	5.00	4.04	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	-11.225	-36.169	0.000	-37.416	-159.642	-159.642	-159.642	-159.642	0.00	0
8.045	104	1562	59.3	100	1.077	11.0	80.0	1	100	0.00	100	100	101	0.0	82	2.826	0	0	3.7	1.000	18.0	2.30	0	0	13.76	4.99	4.98	5.00	4.03	0.00	4.99	1020	0.00	0	0	0	0	128	0.00	0	0	1	-11.246	-36.238	63.730	18.744	-159.949	-159.949	-159.949	-159.949	0.00	0
8.095	104	1576	60.0	100	1.077	11.0	80.0	1	100	0.00	100	100	101	0.0	83	2.870	0	0	3.8	1.000	18.0	2.30	0	0	14.00	4.99	4.99	5.00	4.04	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	15.130	-36.563	64.301	-12.608	-161.382	-161.382	-161.382	-161.382	0.00	0
8.138	104	1576	60.5	100	1.079	11.0	80.0	65	100	0.00	100	100	101	0.0	83	2.902	0	0	3.8	1.000	18.0	2.30	0	0	13.88	4.99	4.98	5.00	4.04	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	15.130	-61.779	-2.522	-12.608	-161.382	-161.382	-161.382	-161.382	0.00	0
8.187	104	1562	61.0	100	1.079	11.0	80.0	65	100	0.00	100	100	101	0.0	83	2.927	0	0	3.8	1.000	18.0	2.30	0	0	14.12	4.99	4.98	5.00	4.04	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	14.995	-61.230	28.741	-41.237	-159.949	-159.949	-159.949	-159.949	0.00	0
8.232	104	1561	62.5	100	1.077	11.0	80.0	65	100	0.00	100	100	101	0.0	83	2.966	0	0	3.9	1.000	17.5	2.30	0	0	14.00	4.99	4.99	5.00	4.02	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	13.737	18.732	28.722	-41.210	-159.846	-159.846	-159.846	-159.846	0.00	0
8.279	104	1569	62.8	100	1.072	11.0	80.0	65	100	0.00	100	100	101	0.0	83	2.966	0	0	3.9	1.000	18.0	2.30	0	0	14.00	4.99	4.99	5.00	4.04	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	13.807	32.635	55.229	35.146	-160.666	-160.666	-160.666	-160.666	0.00	0
8.327	104	1579	62.8	100	1.057	11.0	80.0	1	100	0.00	100	100	101	0.0	83	2.959	0	0	3.9	1.000	18.0	2.30	0	0	14.12	4.99	4.98	5.00	4.04	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	-12.632	32.843	55.581	-40.422	-161.690	-161.690	-161.690	-161.690	0.00	0
8.378	104	1575	63.5	100	1.053	11.0	80.0	1	100	0.00	100	100	101	0.0	83	3.006	0	0	3.9	1.000	18.0	2.30	0	0	13.88	4.99	4.98	5.00	4.03	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	-11.340	-27.720	-20.160	-40.320	-161.280	-161.280	-161.280	-161.280	0.00	0
8.417	104	1572	64.0	100	1.053	11.0	80.0	1	100	0.00	100	100	101	0.0	84	3.043	0	0	4.0	1.000	17.5	2.30	0	0	14.12	4.99	4.98	5.00	4.03	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	-11.318	-27.667	67.910	-12.576	-160.973	-160.973	-160.973	-160.973	0.00	0
8.469	104	1580	64.8	100	1.040	11.0	80.0	1	100	0.00	100	100	101	0.0	84	3.062	0	0	4.0	1.000	18.0	2.30	0	0	14.00	4.98	4.98	5.00	4.04	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	7.584	32.864	68.256	-12.640	-161.792	-161.792	-161.792	-161.792	0.00	0
8.510	104	1588	64.3	100	1.030	11.0	80.0	1	100	0.00	100	100	101	0.0	84	3.043	0	0	4.0	1.000	18.0	2.30	0	0	14.12	4.98	4.98	5.00	4.04	0.00	4.99	1020	0.00	0	0	0	0	128	0.00	0	0	1	7.622	-27.949	31.760	-12.704	-162.611	-162.611	-162.611	-162.611	0.00	0
