Time	SecL	RPM	MAP	TPS	lambda	MAT	CLT	Engine	Gego	Gair	Gwarm	Gbaro	Gammae	TPSacc	Gve	PW	IacDC	IacSteps	DutyCycle1	lambdaTarget	Spark	Dwell	EGT #1	EGT #2	Vbatt	Exhaust Pressure	Fuel Pressure	Misc 1	Misc 2	Misc 3	Misc 4	Worst Knock Value	Worst Knock Adjust	StatusBits	BoostTgt	BoostDC	BoostInt	IacInt	alsigncut	speed	speed(ref)	Gear	rtest0	rtest1	rtest2	rtest3	rtest4	rtest5	rtest6	rtest7	tpsDOT	BoostDCalt
17.554	113	1888	52.0	100	0.926	11.0	80.0	1	98	0.00	100	100	101	0.0	87	2.674	0	0	4.2	1.000	23.0	2.30	0	0	13.76	4.99	4.98	5.00	4.04	0.04	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	-4.531	3.021	13.594	10.573	-193.331	-193.331	-193.331	-193.331	0.00	0
17.599	113	1893	52.3	100	0.926	11.0	80.0	1	98	0.00	100	100	101	0.0	87	2.658	0	0	4.2	1.000	23.0	2.30	0	0	14.00	4.99	4.99	5.00	4.03	0.00	5.00	0	0.00	4	0	0	0	128	0.00	0	0	1	-12.115	-1.514	24.230	10.601	-193.843	-193.843	-193.843	-193.843	0.00	0
17.648	114	1892	51.8	100	0.928	11.0	80.0	1	98	0.00	100	100	101	0.0	86	2.611	0	0	4.1	1.000	23.0	2.30	0	0	14.12	4.98	4.98	5.00	4.03	0.04	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	-12.109	-12.109	0.000	-3.027	-193.741	-193.741	-193.741	-193.741	0.00	0
17.695	114	1888	52.0	100	0.928	11.0	80.0	1	98	0.00	100	100	101	0.0	87	2.674	0	0	4.2	1.000	23.0	2.30	0	0	13.76	4.99	4.99	5.00	4.03	0.00	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	-16.614	-12.083	33.229	-4.531	-193.331	-193.331	-193.331	-193.331	0.00	0
17.738	114	1891	51.8	100	0.932	11.0	81.0	1	98	0.00	100	100	101	0.0	86	2.626	0	0	4.1	1.000	23.0	2.30	0	0	13.88	4.98	4.98	5.00	4.07	0.00	5.00	0	0.00	4	0	0	0	128	0.00	0	0	1	-9.077	6.051	33.282	4.538	-193.638	-193.638	-193.638	-193.638	0.00	0
17.785	114	1892	51.8	100	0.936	11.0	81.0	1	98	0.00	100	100	101	0.0	86	2.618	0	0	4.1	1.000	23.0	2.30	0	0	14.00	4.98	4.99	5.00	4.03	0.00	4.98	1020	0.00	4	0	0	0	128	0.00	0	0	1	-25.731	-16.650	6.054	4.541	-193.741	-193.741	-193.741	-193.741	0.00	0
17.832	114	1889	52.3	100	0.936	11.0	81.0	1	98	0.00	100	100	101	0.0	87	2.658	0	0	4.2	1.000	23.0	2.30	0	0	14.00	4.99	4.99	4.98	4.04	0.00	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	-25.690	10.578	33.246	-6.045	-193.434	-193.434	-193.434	-193.434	4.00	0
17.879	114	1894	52.3	100	0.936	11.0	80.0	1	98	0.00	100	100	101	0.0	87	2.674	0	0	4.2	1.000	23.0	2.30	0	0	13.76	4.99	4.98	5.00	4.04	0.00	4.99	1020	0.00	4	0	0	0	128	0.00	0	0	1	-4.546	10.606	24.243	34.850	-193.946	-193.946	-193.946	-193.946	4.00	0
17.927	114	1904	52.3	100	0.936	11.0	80.0	1	98	0.00	100	100	101	0.0	88	2.671	0	0	4.2	1.000	23.0	2.30	0	0	14.12	4.99	4.99	5.00	4.04	0.00	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	-10.662	10.662	24.371	-7.616	-194.970	-194.970	-194.970	-194.970	0.00	0
17.974	114	1905	52.5	100	0.936	11.0	80.0	65	98	0.00	100	100	101	0.0	88	2.702	0	0	4.3	1.000	23.0	2.30	0	0	14.00	4.98	4.98	5.00	4.03	0.00	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	-10.668	-16.764	-3.048	-7.620	-195.072	-195.072	-195.072	-195.072	0.00	0
18.018	114	1903	52.3	100	0.936	11.0	80.0	65	98	0.00	100	100	101	0.0	88	2.694	0	0	4.3	1.000	23.0	2.30	0	0	13.76	4.99	4.99	4.99	4.04	0.00	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	-10.657	3.045	18.269	3.045	-194.867	-194.867	-194.867	-194.867	0.00	0
18.069	114	1904	52.5	100	0.936	11.0	80.0	65	98	0.00	100	100	101	0.0	88	2.695	0	0	4.3	1.000	23.0	2.30	0	0	14.12	4.99	4.99	5.00	4.03	0.00	5.00	0	0.00	4	0	0	0	128	0.00	0	0	1	-1.523	3.046	18.278	-4.570	-194.970	-194.970	-194.970	-194.970	0.00	0
18.114	114	1905	53.3	100	0.936	11.0	80.0	65	98	0.00	100	100	101	0.0	88	2.718	0	0	4.3	1.000	23.0	2.30	0	0	13.88	4.99	4.98	5.00	4.03	0.00	5.00	0	0.00	4	0	0	0	128	0.00	0	0	1	-18.288	6.096	18.288	-4.572	-195.072	-195.072	-195.072	-195.072	4.00	0
18.161	114	1908	53.5	100	0.932	11.0	80.0	65	98	0.00	100	100	101	0.0	88	2.750	0	0	4.4	1.000	23.0	2.30	0	0	13.76	4.98	4.99	5.00	4.04	0.00	5.00	0	0.00	4	0	0	0	128	0.00	0	0	1	-18.317	4.579	22.896	-4.579	-195.379	-195.379	-195.379	-195.379	0.00	0
18.208	114	1911	53.8	100	0.932	11.0	80.0	65	98	0.00	100	100	101	0.0	88	2.727	0	0	4.3	1.000	23.0	2.30	0	0	14.12	4.98	4.99	5.00	4.04	0.00	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	-18.346	-9.173	22.932	-10.702	-195.686	-195.686	-195.686	-195.686	0.00	0
18.263	114	1909	54.0	100	0.932	11.0	80.0	65	98	0.00	100	100	101	0.0	89	2.770	0	0	4.4	1.000	23.0	2.30	0	0	14.00	4.99	4.99	5.00	4.04	0.00	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	-13.745	-9.163	22.908	-4.582	-195.482	-195.482	-195.482	-195.482	0.00	0
18.304	114	1907	54.3	100	0.932	11.0	80.0	65	98	0.00	100	100	101	0.0	89	2.778	0	0	4.4	1.000	23.0	2.30	0	0	13.88	4.99	4.98	5.00	4.04	0.02	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	-7.628	-12.205	22.884	-4.577	-195.277	-195.277	-195.277	-195.277	0.00	0
18.358	114	1911	54.8	100	0.936	11.0	80.0	65	98	0.00	100	100	101	0.0	89	2.790	0	0	4.4	1.000	23.0	2.30	0	0	14.00	4.99	4.98	5.00	4.03	0.00	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	4.586	0.000	27.518	-4.586	-195.686	-195.686	-195.686	-195.686	0.00	0
18.398	114	1917	54.5	100	0.938	11.0	80.0	65	98	0.00	100	100	101	0.0	89	2.783	0	0	4.4	1.000	23.0	2.30	0	0	14.12	4.99	4.99	5.00	4.02	0.00	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	4.601	-9.202	24.538	-3.067	-196.301	-196.301	-196.301	-196.301	0.00	0
18.450	114	1919	54.8	100	0.938	11.0	80.0	65	98	0.00	100	100	101	0.0	89	2.814	0	0	4.5	1.000	23.0	2.30	0	0	13.65	4.98	4.98	5.00	4.04	0.00	5.00	0	0.00	4	0	0	0	128	0.00	0	0	1	-1.535	-9.211	18.422	-9.211	-196.506	-196.506	-196.506	-196.506	0.00	0
18.491	114	1919	55.0	100	0.938	11.0	80.0	65	98	0.00	100	100	101	0.0	89	2.807	0	0	4.5	1.000	23.0	2.30	0	0	14.12	4.99	4.99	5.00	4.04	0.00	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	-13.817	-9.211	18.422	-10.746	-196.506	-196.506	-196.506	-196.506	0.00	0
18.537	114	1919	54.5	100	0.936	11.0	80.0	65	98	0.00	100	100	101	0.0	89	2.798	0	0	4.5	1.000	23.0	2.30	0	0	13.88	4.99	4.99	5.00	4.04	0.00	5.00	0	0.00	4	0	0	0	128	0.00	0	0	1	-7.676	9.211	19.958	-10.746	-196.506	-196.506	-196.506	-196.506	0.00	0
18.585	114	1923	55.0	100	0.932	11.0	80.0	65	98	0.00	100	100	101	0.0	89	2.822	0	0	4.5	1.000	23.0	2.30	0	0	13.88	4.99	4.99	5.00	4.04	0.00	5.00	0	0.00	4	0	0	0	128	0.00	0	0	1	-7.692	-15.384	35.383	4.615	-196.915	-196.915	-196.915	-196.915	0.00	0
18.632	115	1925	55.0	100	0.932	11.0	80.0	65	98	0.00	100	100	101	0.0	89	2.814	0	0	4.5	1.000	23.0	2.30	0	0	14.00	4.99	4.98	5.00	4.04	0.00	4.99	1020	0.00	4	0	0	0	128	0.00	0	0	1	-3.080	-15.400	21.560	-10.780	-197.120	-197.120	-197.120	-197.120	0.00	0
18.678	115	1925	55.5	100	0.932	11.0	80.0	65	98	0.00	100	100	101	0.0	89	2.850	0	0	4.6	1.000	23.0	2.30	0	0	13.76	4.98	4.98	5.00	4.03	0.00	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	-12.320	-10.780	21.560	6.160	-197.120	-197.120	-197.120	-197.120	0.00	0
18.725	115	1927	55.0	100	0.932	11.0	80.0	65	98	0.00	100	100	101	0.0	89	2.814	0	0	4.5	1.000	23.0	2.30	0	0	14.00	4.99	4.99	5.00	4.04	0.03	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	3.083	-15.416	23.124	6.166	-197.325	-197.325	-197.325	-197.325	4.00	0
18.770	115	1929	55.3	100	0.932	11.0	80.0	65	98	0.00	100	100	101	0.0	89	2.814	0	0	4.5	1.000	23.0	2.30	0	0	14.00	4.99	4.98	5.00	4.03	0.00	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	3.086	-4.630	27.778	-4.630	-197.530	-197.530	-197.530	-197.530	0.00	0
18.821	115	1931	55.3	100	0.932	11.0	80.0	65	98	0.00	100	100	101	0.0	89	2.822	0	0	4.5	1.000	23.0	2.30	0	0	13.88	4.99	4.98	5.00	4.02	0.00	5.00	0	0.00	4	0	0	0	128	0.00	0	0	1	3.090	-4.634	18.538	-9.269	-197.734	-197.734	-197.734	-197.734	0.00	0
18.865	115	1935	56.3	100	0.932	11.0	80.0	65	98	0.00	100	100	101	0.0	90	2.867	0	0	4.6	1.000	23.0	2.30	0	0	14.12	5.00	4.98	4.99	4.03	0.00	5.00	0	0.00	4	0	0	0	128	0.00	0	0	1	-1.548	-1.548	18.576	-6.192	-198.144	-198.144	-198.144	-198.144	0.00	0
18.916	115	1938	56.0	100	0.934	11.0	80.0	65	98	0.00	100	100	101	0.0	90	2.890	0	0	4.7	1.000	23.0	2.30	0	0	13.76	4.98	5.00	5.00	4.04	0.00	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	-13.954	-3.101	17.054	-6.202	-198.451	-198.451	-198.451	-198.451	0.00	0
18.958	115	1936	55.8	100	0.934	11.0	80.0	65	98	0.00	100	100	101	0.0	89	2.834	0	0	4.6	1.000	23.5	2.30	0	0	14.00	4.99	4.99	5.00	4.04	0.00	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	-13.939	-3.098	34.074	-18.586	-198.246	-198.246	-198.246	-198.246	0.00	0
19.005	115	1939	56.3	100	0.932	11.0	80.0	65	98	0.00	100	100	101	0.0	90	2.886	0	0	4.7	1.000	23.0	2.30	0	0	14.00	4.99	4.98	5.00	4.03	0.00	5.00	0	0.00	4	0	0	0	128	0.00	0	0	1	3.102	-3.102	29.473	4.654	-198.554	-198.554	-198.554	-198.554	0.00	0
19.051	115	1945	57.3	100	0.932	11.0	80.0	65	98	0.00	100	100	101	0.0	90	2.922	0	0	4.7	1.000	23.0	2.30	0	0	13.76	4.99	4.98	5.00	4.03	0.00	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	-9.336	-3.112	29.564	0.000	-199.168	-199.168	-199.168	-199.168	0.00	0
19.100	115	1949	58.0	100	0.923	11.0	80.0	65	98	0.00	100	100	101	0.0	92	3.002	0	0	4.9	1.000	23.0	2.30	0	0	14.00	4.98	4.99	5.00	4.01	0.00	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	0.000	-10.914	20.270	0.000	-199.578	-199.578	-199.578	-199.578	0.00	0
19.147	115	1950	58.3	100	0.921	11.0	80.0	65	98	0.00	100	100	101	0.0	92	3.018	0	0	4.9	1.000	23.0	2.30	0	0	13.76	4.99	4.98	5.00	4.03	0.00	5.00	0	0.00	4	0	0	0	128	0.00	0	0	1	0.000	-10.920	18.720	-9.360	-199.680	-199.680	-199.680	-199.680	0.00	0
19.193	115	1954	58.8	100	0.921	11.0	80.0	65	98	0.00	100	100	101	0.0	92	3.022	0	0	4.9	1.000	23.0	2.30	0	0	14.00	4.99	4.98	5.00	4.04	0.00	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	12.506	-10.942	23.448	-1.563	-200.090	-200.090	-200.090	-200.090	4.00	0
19.241	115	1957	58.8	100	0.923	11.0	80.0	65	98	0.00	100	100	101	0.0	92	3.022	0	0	4.9	1.000	23.0	2.30	0	0	14.00	4.99	4.98	5.00	4.03	0.03	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	-21.918	12.525	23.484	-6.262	-200.397	-200.397	-200.397	-200.397	0.00	0
19.289	115	1958	59.5	100	0.923	11.0	80.0	65	98	0.00	100	100	101	0.0	92	3.066	0	0	5.0	1.000	23.0	2.30	0	0	14.00	4.99	4.98	5.00	4.04	0.00	5.00	0	0.00	4	0	0	0	128	0.00	0	0	1	-12.531	-4.699	17.230	-6.266	-200.499	-200.499	-200.499	-200.499	0.00	0
19.332	115	1962	59.8	100	0.923	11.0	80.0	65	98	0.00	100	100	101	0.0	92	3.066	0	0	5.0	1.000	23.0	2.30	0	0	14.00	4.99	4.98	5.00	4.03	0.00	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	-12.557	0.000	29.822	1.570	-200.909	-200.909	-200.909	-200.909	0.00	0
19.379	115	1961	60.3	100	0.923	11.0	80.0	65	98	0.00	100	100	101	0.0	93	3.110	0	0	5.1	1.000	23.0	2.30	0	0	13.88	4.99	4.99	5.00	4.04	0.00	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	-20.394	0.000	23.532	-6.275	-200.806	-200.806	-200.806	-200.806	4.00	0
19.425	115	1965	60.5	100	0.917	11.0	80.0	65	98	0.00	100	100	101	0.0	93	3.122	0	0	5.1	1.000	23.0	2.30	0	0	14.00	4.99	4.98	5.00	4.04	0.00	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	4.716	0.000	23.580	15.720	-201.216	-201.216	-201.216	-201.216	0.00	0
19.479	115	1973	61.8	100	0.913	11.0	80.0	65	98	0.00	100	100	101	0.0	93	3.174	0	0	5.2	1.000	23.0	2.30	0	0	13.88	4.99	4.99	5.00	4.04	0.00	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	-7.892	9.470	23.676	15.784	-202.035	-202.035	-202.035	-202.035	0.00	0
19.518	115	1977	61.5	100	0.913	11.0	80.0	65	98	0.00	100	100	101	0.0	93	3.174	0	0	5.2	1.000	23.0	2.30	0	0	13.88	4.98	4.98	5.00	4.04	0.00	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	-7.908	-6.326	11.071	15.816	-202.445	-202.445	-202.445	-202.445	0.00	0
19.564	115	1978	61.5	100	0.915	11.0	80.0	65	98	0.00	100	100	101	0.0	93	3.182	0	0	5.2	1.000	23.0	2.30	0	0	13.76	4.99	4.99	5.00	4.04	0.03	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	-7.912	-6.330	18.989	-3.165	-202.547	-202.547	-202.547	-202.547	0.00	0
19.610	115	1981	61.5	100	0.917	11.0	80.0	65	98	0.00	100	100	101	0.0	93	3.182	0	0	5.3	1.000	23.0	2.30	0	0	13.76	4.98	4.98	5.00	4.04	0.00	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	-4.754	-6.339	30.111	4.754	-202.854	-202.854	-202.854	-202.854	4.00	0
19.657	116	1989	62.3	100	0.917	11.0	80.0	65	98	0.00	100	100	101	0.0	94	3.214	0	0	5.3	1.000	23.0	2.30	0	0	13.88	4.99	4.98	5.00	4.07	0.00	5.00	0	0.00	4	0	0	0	128	0.00	0	0	1	-17.503	15.912	30.233	9.547	-203.674	-203.674	-203.674	-203.674	0.00	0
19.703	116	1997	62.8	100	0.917	11.0	80.0	65	98	0.00	100	100	101	0.0	94	3.246	0	0	5.4	1.000	23.0	2.30	0	0	13.76	4.98	4.98	5.00	4.04	0.00	4.99	0	0.00	4	0	0	0	128	0.00	0	0	1	-12.781	6.390	22.366	9.586	-204.493	-204.493	-204.493	-204.493	0.00	0
19.749	116	2000	62.5	100	0.917	11.0	80.0	65	98	0.00	100	100	101	0.0	94	3.246	0	0	5.4	1.000	23.0	2.30	0	0	13.76	4.99	4.99	5.00	4.03	0.00	4.99	0	0.00	4	0	0	0	128	0.00	0	0	1	-12.800	-4.800	20.800	-3.200	-204.800	-204.800	-204.800	-204.800	0.00	0
19.794	116	2001	62.8	100	0.928	11.0	80.0	65	98	0.00	100	100	101	0.0	94	3.222	0	0	5.4	1.000	23.0	2.30	0	0	13.76	4.99	4.99	5.00	4.04	0.02	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	-28.814	-4.802	17.609	8.004	-204.902	-204.902	-204.902	-204.902	0.00	0
19.842	116	2001	62.5	100	0.938	11.0	80.0	65	98	0.00	100	100	101	0.0	94	3.262	0	0	5.4	1.000	23.0	2.37	0	0	13.53	4.99	4.98	5.00	4.04	0.00	5.00	0	0.00	4	0	0	0	128	0.00	0	0	1	-11.206	4.802	17.609	-8.004	-204.902	-204.902	-204.902	-204.902	4.00	0
19.888	116	2001	63.3	100	0.947	11.0	80.0	65	98	0.00	100	100	101	0.0	94	3.258	0	0	5.4	1.000	23.0	2.30	0	0	13.88	4.99	4.98	5.00	4.03	0.00	4.98	1020	0.00	4	0	0	0	128	0.00	0	0	1	-1.601	0.000	4.802	-8.004	-204.902	-204.902	-204.902	-204.902	0.00	0
19.935	116	2005	63.5	100	0.955	11.0	80.0	65	98	0.00	100	100	101	0.0	94	3.286	0	0	5.5	1.000	23.0	2.30	0	0	13.76	4.99	4.99	5.00	4.02	0.00	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	-1.604	6.416	32.080	-1.604	-205.312	-205.312	-205.312	-205.312	0.00	0
19.982	116	2008	62.8	100	0.960	11.0	80.0	65	98	0.00	100	100	101	0.0	94	3.238	0	0	5.4	1.000	23.0	2.30	0	0	13.88	4.98	4.99	4.99	4.01	0.00	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	-12.851	6.426	17.670	-1.606	-205.619	-205.619	-205.619	-205.619	4.00	0
20.027	116	2013	63.8	100	0.968	11.0	80.0	65	98	0.00	100	100	101	0.0	95	3.318	0	0	5.6	1.000	23.0	2.30	0	0	13.76	4.98	4.98	4.99	4.05	0.00	4.99	0	0.00	4	0	0	0	128	0.00	0	0	1	-4.831	6.442	17.714	0.000	-206.131	-206.131	-206.131	-206.131	0.00	0
20.076	116	2017	65.0	100	0.977	11.0	80.0	65	98	0.00	100	100	101	0.0	95	3.362	0	0	5.7	1.000	23.0	2.30	0	0	13.88	4.99	4.98	4.99	4.04	0.00	5.00	0	0.00	4	0	0	0	128	0.00	0	0	1	-27.431	-3.227	17.750	-4.841	-206.541	-206.541	-206.541	-206.541	0.00	0
20.125	116	2018	65.8	100	0.989	11.0	80.0	65	98	0.00	100	100	101	0.0	95	3.406	0	0	5.7	1.000	23.0	2.30	0	0	13.53	4.99	4.98	5.00	4.01	0.00	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	0.000	-3.229	17.758	-4.843	-206.643	-206.643	-206.643	-206.643	0.00	0
20.177	116	2026	65.5	100	0.991	11.0	80.0	65	98	0.00	100	100	101	0.0	95	3.362	0	0	5.7	1.000	23.0	2.30	0	0	13.88	4.99	4.98	5.00	4.04	0.00	5.00	0	0.00	4	0	0	0	128	0.00	0	0	1	0.000	3.242	29.174	12.966	-207.462	-207.462	-207.462	-207.462	0.00	0
20.216	116	2033	66.0	100	0.994	11.0	80.0	65	98	0.00	100	100	101	0.0	96	3.442	0	0	5.8	1.000	22.5	2.30	0	0	13.76	4.99	4.98	5.00	4.04	0.00	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	-8.132	3.253	21.143	14.638	-208.179	-208.179	-208.179	-208.179	0.00	0
20.270	116	2035	66.3	100	0.991	11.0	80.0	65	98	0.00	100	100	101	0.0	96	3.434	0	0	5.8	1.000	22.5	2.30	0	0	13.88	4.99	4.98	5.00	4.04	0.00	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	-4.884	-9.768	21.164	-21.164	-208.384	-208.384	-208.384	-208.384	0.00	0
20.307	116	2036	66.5	100	0.991	11.0	80.0	65	98	0.00	100	100	101	0.0	96	3.462	0	0	5.9	1.000	22.5	2.30	0	0	13.76	4.99	4.98	5.00	4.01	0.00	5.00	0	0.00	4	0	0	0	128	0.00	0	0	1	-1.629	-9.773	21.174	-21.174	-208.486	-208.486	-208.486	-208.486	0.00	0
20.353	116	2043	67.0	100	0.991	11.0	80.0	65	98	0.00	100	100	101	0.0	96	3.482	0	0	5.9	1.000	22.5	2.30	0	0	13.76	4.99	4.98	5.00	4.03	0.00	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	-6.538	6.538	24.516	-21.247	-209.203	-209.203	-209.203	-209.203	0.00	0
20.407	116	2047	66.8	100	0.989	11.0	80.0	65	98	0.00	100	100	101	0.0	96	3.462	0	0	5.9	1.000	22.5	2.30	0	0	13.76	4.99	4.98	5.00	4.04	0.00	5.00	0	0.00	4	0	0	0	128	0.00	0	0	1	-6.550	-6.550	22.926	-6.550	-209.613	-209.613	-209.613	-209.613	0.00	0
20.447	116	2048	67.0	100	0.987	11.0	80.0	65	98	0.00	100	100	101	0.0	96	3.498	0	0	6.0	1.000	22.5	2.37	0	0	13.53	4.99	4.98	5.00	4.03	0.03	5.00	0	0.00	4	0	0	0	128	0.00	0	0	1	-16.384	-6.554	27.853	8.192	-209.715	-209.715	-209.715	-209.715	0.00	0
20.491	116	2055	67.0	100	0.981	11.0	80.0	65	98	0.00	100	100	101	0.0	96	3.482	0	0	6.0	1.000	22.5	2.30	0	0	13.76	4.99	4.98	5.00	4.03	0.00	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	6.576	-8.220	27.948	-6.576	-210.432	-210.432	-210.432	-210.432	0.00	0
20.538	116	2060	67.0	100	0.974	11.0	80.0	65	98	0.00	100	100	101	0.0	96	3.482	0	0	6.0	1.000	22.5	2.30	0	0	13.76	4.99	4.99	5.00	4.03	0.00	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	-8.240	-9.888	32.960	-6.592	-210.944	-210.944	-210.944	-210.944	0.00	0
20.587	116	2063	67.0	100	0.968	11.0	80.0	65	98	0.00	100	100	101	0.0	96	3.454	0	0	5.9	1.000	22.5	2.30	0	0	13.88	4.99	4.98	5.00	4.04	0.00	5.00	0	0.00	4	0	0	0	128	0.00	0	0	1	-8.252	-11.553	24.756	-6.602	-211.251	-211.251	-211.251	-211.251	0.00	0
20.630	117	2066	67.0	100	0.964	11.0	80.0	65	98	0.00	100	100	101	0.0	96	3.462	0	0	6.0	1.000	22.5	2.30	0	0	13.76	4.99	4.98	5.00	4.03	0.00	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	-8.264	4.958	33.056	-1.653	-211.558	-211.558	-211.558	-211.558	0.00	0
20.681	117	2073	67.5	100	0.964	11.0	80.0	65	98	0.00	100	100	101	0.0	96	3.498	0	0	6.0	1.000	23.0	2.30	0	0	13.53	4.99	4.98	5.00	4.04	0.00	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	6.634	4.975	23.218	-9.950	-212.275	-212.275	-212.275	-212.275	0.00	0
20.723	117	2076	67.8	100	0.966	11.0	80.0	65	98	0.00	100	100	101	0.0	96	3.474	0	0	6.0	1.000	23.0	2.30	0	0	13.88	4.99	4.99	5.00	4.03	0.00	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	-13.286	-8.304	23.251	-3.322	-212.582	-212.582	-212.582	-212.582	4.00	0
20.771	117	2079	68.3	100	0.966	11.0	80.0	65	98	0.00	100	100	101	0.0	97	3.526	0	0	6.1	1.000	22.5	2.30	0	0	13.76	4.98	4.99	5.00	4.04	0.00	4.99	0	0.00	4	0	0	0	128	0.00	0	0	1	-4.990	-3.326	21.622	-3.326	-212.890	-212.890	-212.890	-212.890	4.00	0
20.824	117	2082	68.3	100	0.960	11.0	80.0	65	98	0.00	100	100	101	0.0	97	3.526	0	0	6.1	1.000	22.5	2.37	0	0	13.76	4.99	4.99	5.00	4.03	0.04	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	-3.331	-1.666	41.640	-3.331	-213.197	-213.197	-213.197	-213.197	4.00	0
20.868	117	2087	69.0	100	0.960	11.0	80.0	65	98	0.00	100	100	101	0.0	97	3.558	0	0	6.2	1.000	22.5	2.30	0	0	13.88	4.99	4.98	5.00	4.03	0.00	5.00	0	0.00	4	0	0	0	128	0.00	0	0	1	-3.339	-5.009	28.383	1.670	-213.709	-213.709	-213.709	-213.709	4.00	0
20.910	117	2092	71.3	100	0.964	11.0	80.0	65	98	0.00	100	100	101	0.0	97	3.646	0	0	6.4	1.000	22.0	2.30	0	0	13.76	4.99	4.99	5.00	4.04	0.00	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	-6.694	-5.021	23.430	-3.347	-214.221	-214.221	-214.221	-214.221	0.00	0
20.958	117	2094	71.8	100	0.970	11.0	80.0	65	98	0.00	100	100	101	0.0	97	3.666	0	0	6.4	1.000	22.0	2.30	0	0	13.76	4.99	4.98	4.99	4.04	0.02	5.00	0	0.00	4	0	0	0	128	0.00	0	0	1	-5.026	-6.701	23.453	1.675	-214.426	-214.426	-214.426	-214.426	0.00	0
21.005	117	2098	72.5	100	0.974	11.0	80.0	65	98	0.00	100	100	101	0.0	98	3.734	0	0	6.5	1.000	22.0	2.30	0	0	13.88	4.99	4.99	5.00	4.04	0.00	4.99	0	0.00	4	0	0	0	128	0.00	0	0	1	5.035	-1.678	23.498	-5.035	-214.835	-214.835	-214.835	-214.835	0.00	0
21.054	117	2107	73.0	100	0.977	11.0	80.0	65	98	0.00	100	100	101	0.0	98	3.818	0	0	6.7	1.000	21.5	2.37	0	0	13.53	4.99	4.98	5.00	4.04	0.00	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	-15.170	16.856	28.655	-5.057	-215.757	-215.757	-215.757	-215.757	8.00	0
21.101	117	2114	75.3	100	0.981	11.0	80.0	65	98	0.00	100	100	101	0.0	98	3.842	0	0	6.8	1.000	21.5	2.30	0	0	13.76	4.99	4.99	5.00	4.02	0.00	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	-15.221	6.765	20.294	1.691	-216.474	-216.474	-216.474	-216.474	0.00	0
21.146	117	2119	76.3	100	0.987	11.0	80.0	65	98	0.00	100	100	101	0.0	99	3.934	0	0	6.9	1.000	21.5	2.30	0	0	13.65	4.99	4.99	4.99	4.04	0.00	5.00	0	0.00	4	0	0	0	128	0.00	0	0	1	-15.257	5.086	37.294	-11.866	-216.986	-216.986	-216.986	-216.986	0.00	0
